"id","representation","action","context","agent_role","target_role","source","n_responses","majority_norm","pct_majority"
"nb_4557_66","hospital: refuse medical treatment","refuse medical treatment","hospital","","","normbank","14","expected","0.429"
"nb_4558_109","temple: step on the floor","step on the floor","temple","","","normbank","14","taboo","0.643"
"nb_1191_73","opera house: play a musical instrument","play a musical instrument","opera house","","","normbank","5","taboo","0.4"
"nb_4560_59","barber shop or beauty salon: give manicures","give manicures","barber shop or beauty salon","","","normbank","7","taboo","0.714"
"nb_4561_103","mental institution: lose your temper with someone","lose your temper with someone","mental institution","","","normbank","8","taboo","0.75"
"nb_4562_9","campus: go to a party alone","go to a party alone","campus","","","normbank","17","taboo","0.471"
"nb_3955_115","subway platform: put your feet on the seat","put your feet on the seat","subway platform","","","normbank","6","taboo","0.5"
"nb_4564_12","farm: check cows for health problems","check cows for health problems","farm","","","normbank","11","normal","0.364"
"nb_212_115","subway platform: talk about religion","talk about religion","subway platform","","","normbank","11","taboo","0.545"
"nb_235_64","copy center: jump up and down","jump up and down","copy center","","","normbank","8","taboo","0.5"
"nb_4565_31","ski resort: bring skis","bring skis","ski resort","","","normbank","12","taboo","0.417"
"nb_4566_57","circus: use a whip","use a whip","circus","","","normbank","22","taboo","0.727"
"nb_489_97","mountain: dance","dance","mountain","","","normbank","10","taboo","0.6"
"nb_2_22","park: pick flowers","pick flowers","park","","","normbank","14","taboo","0.571"
"nb_262_20","army base: climb a fence","climb a fence","army base","","","normbank","10","taboo","0.6"
"nb_109_25","art gallery: sing","sing","art gallery","","","normbank","5","expected","0.6"
"nb_3758_34","car: applying makeup","applying makeup","car","","","normbank","9","taboo","0.444"
"nb_773_79","boat: shout","shout","boat","","","normbank","9","taboo","0.444"
"nb_2566_42","government office: criticize the government","criticize the government","government office","","","normbank","13","normal","0.462"
"nb_4088_23","basement: climb on the furniture","climb on the furniture","basement","","","normbank","8","taboo","0.75"
"nb_253_42","government office: talk about salaries","talk about salaries","government office","","","normbank","14","normal","0.643"
"nb_2122_9","campus: get a job","get a job","campus","","","normbank","18","normal","0.5"
"nb_195_1","cafe: flirt with someone","flirt with someone","cafe","","","normbank","6","expected","0.5"
"nb_4568_59","barber shop or beauty salon: get a mohawk","get a mohawk","barber shop or beauty salon","","","normbank","14","taboo","0.429"
"nb_4569_71","backyard: drink the water from the hose","drink the water from the hose","backyard","","","normbank","14","expected","0.357"
"nb_129_49","amusement park: yell","yell","amusement park","","","normbank","9","expected","0.444"
"nb_1392_20","army base: laugh uncontrollably","laugh uncontrollably","army base","","","normbank","10","taboo","0.5"
"nb_4570_29","church or chapel: cross yourself","cross yourself","church or chapel","","","normbank","15","expected","0.333"
"nb_192_9","campus: use offensive language","use offensive language","campus","","","normbank","9","taboo","0.556"
"nb_937_35","athletic field: walk around aimlessly","walk around aimlessly","athletic field","","","normbank","5","taboo","0.4"
"nb_4571_85","music store: give someone the wrong price","give someone the wrong price","music store","","","normbank","9","taboo","0.667"
"nb_47_74","bank: wear a lot of makeup","wear a lot of makeup","bank","","","normbank","12","normal","0.667"
"nb_3150_111","paintball park: bring a flashlight","bring a flashlight","paintball park","","","normbank","8","taboo","0.5"
"nb_4572_86","bakery: create designs on cakes using icing","create designs on cakes using icing","bakery","","","normbank","8","taboo","0.5"
"nb_4573_45","white house: leave the dishes in the sink","leave the dishes in the sink","white house","","","normbank","12","normal","0.5"
"nb_886_108","balcony: have a picnic","have a picnic","balcony","","","normbank","7","taboo","0.714"
"nb_153_66","hospital: take off your shoes","take off your shoes","hospital","","","normbank","14","taboo","0.5"
"nb_4574_49","amusement park: go in dark or enclosed spaces","go in dark or enclosed spaces","amusement park","","","normbank","16","taboo","0.438"
"nb_4576_43","gym: use the water fountain","use the water fountain","gym","","","normbank","17","normal","0.588"
"nb_1950_49","amusement park: take pictures","take pictures","amusement park","","","normbank","11","taboo","0.636"
"nb_4578_74","bank: ask for a mortgage","ask for a mortgage","bank","","","normbank","12","taboo","0.5"
"nb_993_99","office: have your phone out","have your phone out","office","","","normbank","5","normal","1.0"
"nb_4580_78","ballroom: dance the rumba","dance the rumba","ballroom","","","normbank","7","taboo","0.429"
"nb_4581_97","mountain: go skiing","go skiing","mountain","","","normbank","7","taboo","0.429"
"nb_223_9","campus: hold hands with someone","hold hands with someone","campus","","","normbank","7","taboo","0.714"
"nb_115_34","car: read a book","read a book","car","","","normbank","6","normal","0.5"
"nb_4584_124","canyon: hike","hike","canyon","","","normbank","17","normal","0.471"
"nb_4585_70","altar: place your children's toys on it","place your children's toys on it","altar","","","normbank","16","taboo","0.5"
"nb_3384_30","bedroom: go to bed without taking a bath","go to bed without taking a bath","bedroom","","","normbank","8","taboo","0.5"
"nb_351_112","garden: mow the lawn","mow the lawn","garden","","","normbank","9","expected","0.444"
"nb_4586_36","beach: avoid physical contact with others","avoid physical contact with others","beach","","","normbank","12","taboo","0.5"
"nb_3483_25","art gallery: littering","littering","art gallery","","","normbank","6","taboo","0.833"
"nb_4587_16","airplane: serve drinks and snacks","serve drinks and snacks","airplane","","","normbank","8","taboo","0.75"
"nb_4588_12","farm: spray pesticides on your crops","spray pesticides on your crops","farm","","","normbank","9","normal","0.444"
"nb_1265_105","conference room: eat food with your hands","eat food with your hands","conference room","","","normbank","29","expected","0.414"
"nb_4589_72","animal shelter: breed animals for the purpose of selling them","breed animals for the purpose of selling them","animal shelter","","","normbank","7","taboo","0.429"
"nb_4590_63","childs room: drink juice","drink juice","childs room","","","normbank","8","taboo","0.375"
"nb_913_60","classroom: go to the bathroom","go to the bathroom","classroom","","","normbank","11","taboo","0.455"
"nb_4591_25","art gallery: maintain the cleanliness of the space","maintain the cleanliness of the space","art gallery","","","normbank","8","taboo","0.625"
"nb_179_56","post office: fill out a form","fill out a form","post office","","","normbank","8","expected","0.625"
"nb_536_9","campus: give a speech","give a speech","campus","","","normbank","15","taboo","0.533"
"nb_277_127","tent: cry","cry","tent","","","normbank","11","taboo","0.636"
"nb_4592_70","altar: put meat on the altar","put meat on the altar","altar","","","normbank","8","normal","0.375"
"nb_4593_70","altar: place your hands in a prayer position","place your hands in a prayer position","altar","","","normbank","11","expected","0.364"
"nb_276_28","apartment: sleep","sleep","apartment","","","normbank","10","taboo","0.6"
"nb_3496_105","conference room: sit","sit","conference room","","","normbank","18","normal","0.444"
"nb_448_19","country road: drive a car","drive a car","country road","","","normbank","9","taboo","0.444"
"nb_675_54","crime scene: talk to someone","talk to someone","crime scene","","","normbank","18","expected","0.5"
"nb_4594_70","altar: put your children's pictures on it","put your children's pictures on it","altar","","","normbank","12","taboo","0.5"
"nb_1_39","nursery: talk about sex","talk about sex","nursery","","","normbank","6","taboo","0.667"
"nb_1936_34","car: play a game on your phone","play a game on your phone","car","","","normbank","7","taboo","0.571"
"nb_1812_103","mental institution: play with your food","play with your food","mental institution","","","normbank","20","normal","0.5"
"nb_4595_34","car: drive on shabbat","drive on shabbat","car","","","normbank","9","normal","0.556"
"nb_4596_36","beach: shut down the beach","shut down the beach","beach","","","normbank","15","normal","0.4"
"nb_1604_36","beach: pick your teeth","pick your teeth","beach","","","normbank","16","taboo","0.562"
"nb_92_35","athletic field: wear headphones","wear headphones","athletic field","","","normbank","12","taboo","0.583"
"nb_4597_32","attic: look through boxes","look through boxes","attic","","","normbank","8","taboo","0.625"
"nb_472_66","hospital: talk loudly","talk loudly","hospital","","","normbank","6","normal","0.5"
"nb_4598_15","pool: talk about your period","talk about your period","pool","","","normbank","10","taboo","0.6"
"nb_4599_100","rodeo: lasso a bull","lasso a bull","rodeo","","","normbank","8","taboo","0.625"
"nb_4600_17","airplane cabin: hide under a seat","hide under a seat","airplane cabin","","","normbank","6","taboo","0.833"
"nb_1024_76","kindergarden: give someone a hug","give someone a hug","kindergarden","","","normbank","12","normal","0.667"
"nb_273_121","hotel lobby: play tag","play tag","hotel lobby","","","normbank","10","taboo","0.5"
"nb_4601_4","arena: use a bow and arrow","use a bow and arrow","arena","","","normbank","8","taboo","0.5"
"nb_778_15","pool: go by yourself","go by yourself","pool","","","normbank","14","taboo","0.5"
"nb_207_56","post office: bring a weapon","bring a weapon","post office","","","normbank","11","taboo","0.545"
"nb_4602_20","army base: disobey someone","disobey someone","army base","","","normbank","9","expected","0.444"
"nb_972_46","arcade: eat","eat","arcade","","","normbank","20","normal","0.35"
"nb_4603_4","arena: blow your nose in public","blow your nose in public","arena","","","normbank","11","normal","0.364"
"nb_4604_16","airplane: ask for a seat upgrade or get a better seat","ask for a seat upgrade or get a better seat","airplane","","","normbank","7","taboo","0.429"
"nb_4605_86","bakery: eat sweets","eat sweets","bakery","","","normbank","13","taboo","0.692"
"nb_4606_50","restaurant: ask for bbq sauce","ask for bbq sauce","restaurant","","","normbank","11","taboo","0.636"
"nb_4607_45","white house: give an interview to the media","give an interview to the media","white house","","","normbank","9","normal","0.444"
